name;fuji velvia-like
description;fuji velvia-like colorchecker
num_gray;24
patch;L_source;a_source;b_source;L_reference;a_reference;b_reference
K07;37.256511688232422;28.070344924926758;-29.338186264038086;56.891311645507812;42.775749206542969;-47.720729827880859
K08;35.763233184814453;51.257072448730469;-45.739509582519531;60.021034240722656;64.932731628417969;-61.234535217285156
K09;59.205841064453125;5.6396126747131348;-15.42009162902832;79.044021606445312;9.2057590484619141;-24.883449554443359
K10;58.821891784667969;10.767549514770508;-19.965494155883789;79.331779479980469;16.269535064697266;-31.175363540649414
K11;59.034225463867188;16.428619384765625;-23.858715057373047;79.701057434082031;22.986352920532227;-30.47637939453125
K12;58.863670349121094;26.502401351928711;-31.787227630615234;80.46405029296875;31.449436187744141;-29.117954254150391
K13;50.444869995117188;-20.464479446411133;-44.853294372558594;76.179862976074219;-30.726968765258789;-36.836837768554688
K14;35.440299987792969;60.529022216796875;-42.941139221191406;60.980361938476562;75.703529357910156;-59.486972808837891
K15;66.805229187011719;4.1894617080688477;67.296073913574219;85.074752807617188;7.700592041015625;83.993064880371094
K16;19.907039642333984;0.70948898792266846;-5.1468076705932617;16.584678649902344;2.390056848526001;-13.736522674560547
K17;36.247032165527344;43.187870025634766;19.800186157226562;54.70721435546875;66.472412109375;42.517585754394531
K18;42.319438934326172;-32.054588317871094;23.093288421630859;60.777580261230469;-57.594863891601562;53.44775390625
K19;17.939670562744141;33.305286407470703;-67.082420349121094;36.188884735107422;52.552238464355469;-100.95524597167969
K20;24.190658569335938;-4.8625764846801758;-2.6768386363983154;23.35540771484375;-11.015892028808594;-6.7194881439208984
K21;21.449714660644531;-3.0906796455383301;-5.3594112396240234;17.324886322021484;-5.0198287963867188;-13.309181213378906
K22;22.631481170654297;-2.5515704154968262;-10.490697860717773;20.704158782958984;0.41496753692626953;-27.293146133422852
L01;14.524663925170898;10.598525047302246;-8.0049877166748047;7.4044399261474609;17.90974235534668;-13.898002624511719
L02;14.610431671142578;20.036935806274414;-9.3397617340087891;13.421039581298828;32.428443908691406;-12.259393692016602
